Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2023-10-11,2023-10-12,5261,BESPOKE POST,Merchandise,57.19,
2023-10-11,2023-10-12,0013,"MAURANDA N. JONES, LCS",Health Care,10.00,
2023-10-10,2023-10-11,5261,AMAZON.COM*TE02F7290,Merchandise,15.25,
2023-10-10,2023-10-11,5261,GIV*CRESCENT HIL,Other Services,10.00,
2023-10-10,2023-10-11,5261,Prime Video *TE4FW03E1,Entertainment,3.05,
2023-10-09,2023-10-11,5261,SUTHERLANDS 3120,Merchandise,6.31,
2023-10-10,2023-10-11,0013,USPS PO 2871800224,Other Services,5.91,
2023-10-09,2023-10-10,5261,SQ *CON HUEVOS! - FRANKFO,Dining,39.41,
2023-10-09,2023-10-10,5261,SAFECO INSURANCE CO,Insurance,107.55,
2023-10-09,2023-10-10,0013,SQ *PROTAGONIST CAFE - SO,Dining,16.60,
2023-10-08,2023-10-10,0013,BOJANGLES #671,Dining,5.50,
2023-10-09,2023-10-09,5261,AMZN Mktp US*T939M6RD1,Merchandise,27.55,
2023-10-09,2023-10-09,5261,Prime Video Channels,Entertainment,6.31,
2023-10-08,2023-10-09,5261,HP *INSTANT INK,Merchandise,6.35,
2023-10-08,2023-10-09,5261,H2C CHILI'S BAR B1 ORD,Dining,42.83,
2023-10-08,2023-10-09,0013,CULVERS CAPE GIRARDEAU,Dining,4.81,
2023-10-07,2023-10-09,5261,HUDSON ST1751,Merchandise,2.89,
2023-10-07,2023-10-09,5261,LYFT   *RIDE SAT 6AM,Other Travel,34.20,
2023-10-07,2023-10-09,5261,KROGER #224,Merchandise,8.83,
2023-10-07,2023-10-09,5261,APPLE.COM/BILL,Entertainment,18.00,
2023-10-06,2023-10-09,5261,WDW ARTISTS PALETTE,Dining,54.09,
2023-10-06,2023-10-09,5261,UNITED      0164243972111,Airfare,35.00,
2023-10-06,2023-10-09,5261,UNITED      0164243972110,Airfare,35.00,
2023-10-06,2023-10-09,0013,IRONMAN EVENTS 2,Merchandise,10.96,
2023-10-07,2023-10-07,5261,TST* RAGLAN ROAD IRISH PU,Dining,83.48,
2023-10-06,2023-10-07,5261,Netflix.com,Phone/Cable,16.33,
2023-10-05,2023-10-07,5261,WDW ARTISTS PALETTE,Dining,20.01,
2023-10-06,2023-10-07,0013,Subway 65933,Dining,11.51,
2023-10-05,2023-10-06,5261,SQ *CIRQUE DU SOLEIL - LE,Merchandise,21.30,
2023-10-05,2023-10-06,5261,SQ *4 RIVERS CANTINA BARB,Dining,39.62,
2023-10-05,2023-10-06,0013,SNACK SODA VENDING,Dining,2.35,
2023-10-04,2023-10-05,5261,LYFT   *RIDE WED 4PM,Other Travel,18.99,
2023-10-04,2023-10-05,5261,LYFT   *RIDE WED 4PM,Other Travel,42.29,
2023-10-05,2023-10-05,5261,Prime Video Channels,Entertainment,6.31,
2023-10-03,2023-10-05,5261,HUMANACASHLESS,Dining,20.00,
2023-10-04,2023-10-05,0405,MCDONALD'S M2063,Dining,11.00,
2023-10-04,2023-10-05,0405,KROGER #418,Merchandise,3.29,
2023-10-04,2023-10-05,0405,Subway 18103,Dining,14.07,
2023-10-03,2023-10-04,5261,SPOTIFY,Phone/Cable,11.65,
2023-10-02,2023-10-04,5261,MASSAGE ENVY - 0386,Other Services,68.90,
2023-10-02,2023-10-04,0013,ALDI 41029,Merchandise,68.16,
2023-10-03,2023-10-04,0405,TARGET        00014472,Merchandise,47.41,
2023-10-02,2023-10-03,0013,EXXON #610 WALLIS,Gas/Automotive,41.14,
2023-10-02,2023-10-03,0013,Spectrum,Phone/Cable,79.99,
2023-10-01,2023-10-02,5261,BARK&CO (BARKBOX),Merchandise,320.44,
2023-10-01,2023-10-02,5261,BARK&CO (BARKBOX),Merchandise,8.48,
2023-10-01,2023-10-02,0013,LA FINCA COFFEE THE GROVE,Dining,5.48,
2023-09-30,2023-10-02,0013,BPV- PBR,Dining,25.79,
2023-09-30,2023-10-02,0013,TST* Kaldis Coffee - SKI,Dining,44.11,
2023-10-01,2023-10-02,0013,TST* NARWHAL S MIDTOWN,Dining,19.66,
2023-10-01,2023-10-02,0013,LYFT   RIDE SUN 12AM,Other Travel,18.00,
2023-10-01,2023-10-02,0405,CHIPOTLE 1532,Dining,14.38,
2023-10-01,2023-10-02,0405,SPIRIT HALLOWEEN 60600,Merchandise,20.00,
2023-10-01,2023-10-02,0405,SPENCER GIFTS 2115,Merchandise,45.79,
2023-10-01,2023-10-02,0405,KROGER #418,Merchandise,34.20,
2023-10-01,2023-10-02,0405,LINODE . AKAMAI,Internet,10.30,
2023-09-30,2023-10-02,0405,TROPICAL SMOOTHIE CAFE OH,Dining,16.08,
2023-09-30,2023-10-02,5261,Spotify USA,Phone/Cable,11.65,
2023-09-30,2023-10-02,0013,SCHNUCKS LINDELL,Merchandise,7.27,
2023-09-30,2023-10-02,0013,SQ *THAI 202 RESTAURANT,Dining,31.74,
2023-09-29,2023-09-30,0013,NEW EARTH FARM,Other Services,12.00,
2023-09-29,2023-09-30,0405,APPLE.COM/BILL,Entertainment,3.17,
2023-09-29,2023-09-29,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,4000.00
2023-09-29,2023-09-29,5261,Prime Video *T17TB8IH0,Entertainment,4.21,
2023-09-28,2023-09-29,5261,AMAZON.COM*T98LO61X2,Merchandise,15.89,
2023-09-28,2023-09-29,5261,AMAZON.COM*T110P0UG0,Merchandise,33.90,
2023-09-28,2023-09-29,5261,Amazon.com*T10KC9UW0,Merchandise,20.08,
2023-09-29,2023-09-29,5261,SP R+CO,Merchandise,44.52,
2023-09-28,2023-09-29,5261,AMAZON.COM*T13PC8XP1,Merchandise,39.87,
2023-09-28,2023-09-29,0405,PAPA JOHN'S #206,Dining,88.50,
2023-09-26,2023-09-28,5261,AMERICAN AIR0012482077088,Airfare,1915.85,
2023-09-26,2023-09-28,5261,AMERICAN AIR0012482077087,Airfare,1915.85,
2023-09-26,2023-09-28,5261,KROGER #5224,Merchandise,61.84,
2023-09-26,2023-09-28,5261,AMERICAN AI 0012481827505,Airfare,,171.00
2023-09-26,2023-09-28,5261,AMERICAN AI 0012481827504,Airfare,,171.00
2023-09-26,2023-09-28,5261,HUMANACASHLESS,Dining,20.00,
2023-09-27,2023-09-28,0405,UNITED DAIRY FARMERS,Gas/Automotive,45.48,
2023-09-27,2023-09-27,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,3620.64
2023-09-26,2023-09-27,5261,AMAZON.COM*T19P75ZZ1,Merchandise,29.67,
2023-09-26,2023-09-27,0013,SNACK SODA VENDING,Dining,2.60,
2023-09-26,2023-09-27,0013,SNACK SODA VENDING,Dining,1.60,
2023-09-25,2023-09-26,5261,AMZN MKTP US*T165L0RW2,Merchandise,21.19,
2023-09-25,2023-09-26,5261,ATT*BILL PAYMENT,Phone/Cable,113.66,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481848640,Airfare,60.00,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481848956,Airfare,60.00,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481827505,Airfare,1510.90,
2023-09-25,2023-09-26,5261,AMERICAN AIR0012481827504,Airfare,1510.90,
2023-09-25,2023-09-26,5261,ALLIANZ TRAVEL INS,Insurance,268.22,
2023-09-25,2023-09-26,5261,ALLIANZ TRAVEL INS,Insurance,211.52,
2023-09-25,2023-09-26,5261,APPLE.COM/BILL,Merchandise,2.99,
2023-09-25,2023-09-26,5261,BIRCHBOX,Merchandise,18.02,
2023-09-25,2023-09-25,5261,AMZN Mktp US,Merchandise,,31.37
2023-09-24,2023-09-25,5261,Amazon Music*T13EO9AH0,Entertainment,5.29,
2023-09-24,2023-09-25,5261,Etsy.com - FreetownDesig,Merchandise,35.62,
2023-09-24,2023-09-25,5261,GROVE COLLABORATIVE,Merchandise,35.96,
2023-09-23,2023-09-25,5261,MDC*MEADE COUNTY RECC,Utilities,40.89,
2023-09-24,2023-09-25,0013,TST* MAPLEWOOD DELI,Dining,17.41,
2023-09-24,2023-09-25,0405,KROGER #418,Merchandise,26.97,
2023-09-24,2023-09-25,0405,Subway 18103,Dining,9.09,
2023-09-23,2023-09-25,0405,DNC GRT AMR BALLPARK C,Dining,13.84,
2023-09-24,2023-09-25,0405,TST* FISHBOWL,Dining,25.76,
2023-09-23,2023-09-25,0013,SPI*AMERENUE,Utilities,129.69,
2023-09-24,2023-09-25,0405,UBER   TRIP,Other Travel,18.78,
2023-09-23,2023-09-25,0405,PLATO'S CLOSET #80059,Merchandise,21.56,
2023-09-23,2023-09-23,5261,DD DOORDASH CHUYS,Dining,25.77,
2023-09-22,2023-09-23,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-09-22,2023-09-23,0405,KROGER #402,Merchandise,8.57,
2023-09-22,2023-09-23,0405,TST* LISTERMANN BREWING C,Dining,5.27,
2023-09-22,2023-09-23,0405,TST* LISTERMANN BREWING C,Dining,7.91,
2023-09-21,2023-09-23,0405,KROGER #465,Merchandise,5.45,
2023-09-22,2023-09-22,5261,SXM*SIRIUSXM.COM/ACCT,Phone/Cable,,59.28
2023-09-21,2023-09-22,0405,KROGER #465,Merchandise,55.56,
2023-09-20,2023-09-21,5261,CHENOWETH ANIMAL HOSPITAL,Professional Services,316.45,
2023-09-20,2023-09-21,5261,Amazon.com*TX43W4051,Merchandise,32.89,
2023-09-20,2023-09-21,5261,Safeco Corporation,Insurance,139.26,
2023-09-20,2023-09-20,5261,Amazon.com*TX5RV8TU1,Merchandise,39.75,
2023-09-20,2023-09-20,5261,Chamberlain Liftmaster,Other,52.04,
2023-09-19,2023-09-20,0013,"MAURANDA N. JONES, LCS",Health Care,10.00,
2023-09-19,2023-09-20,0405,2264 GREAT CLIPS AT NORWO,Other Services,23.00,
2023-09-19,2023-09-19,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,1700.00
2023-09-18,2023-09-19,0013,WALGREENS #6472,Health Care,27.26,
2023-09-18,2023-09-19,0013,SNACK SODA VENDING,Dining,2.35,
2023-09-18,2023-09-19,0405,MCDONALD'S F32059,Dining,9.96,
2023-09-18,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,208.58
2023-09-18,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,68.94
2023-09-17,2023-09-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1022.51
2023-09-17,2023-09-18,0405,KROGER #418,Merchandise,10.57,
2023-09-15,2023-09-18,5261,KROGER #5224,Merchandise,47.38,
2023-09-17,2023-09-18,0013,CITY OF ST LOUIS PVB,Gas/Automotive,20.00,
2023-09-17,2023-09-18,0405,UBER   TRIP,Other Travel,12.83,
2023-09-16,2023-09-18,0405,KROGER #418,Merchandise,9.09,
2023-09-16,2023-09-18,0405,UBER   TRIP,Other Travel,14.79,
2023-09-16,2023-09-18,0405,SQ *419 ESOTERIC,Entertainment,9.00,
2023-09-16,2023-09-18,0405,SQ *407 KROMBACHER,Entertainment,9.00,

