Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2023-08-24,2023-08-25,5261,KROGER FUEL #8224,Gas/Automotive,49.01,
2023-08-23,2023-08-25,5261,BLUE DOG BAKERY & CAFE,Dining,5.75,
2023-08-24,2023-08-25,5261,Amazon.com*TQ93B4UE0,Merchandise,39.82,
2023-08-23,2023-08-25,5261,MDC*MEADE COUNTY RECC,Utilities,57.68,
2023-08-24,2023-08-25,0013,PARK AVENUE COFFEE 1922,Dining,4.54,
2023-08-23,2023-08-25,0013,SPI*AMERENUE,Utilities,55.53,
2023-08-24,2023-08-25,0405,TST* LISTERMANN BREWING C,Dining,9.05,
2023-08-24,2023-08-25,0405,KROGER #465,Merchandise,36.00,
2023-08-23,2023-08-24,5261,SQ *WILTSHIRE PANTRY BAKE,Dining,20.99,
2023-08-22,2023-08-23,5261,SNACK SODA VENDING,Dining,1.75,
2023-08-22,2023-08-23,5261,KROGER #224,Merchandise,6.87,
2023-08-22,2023-08-23,5261,KROGER #224,Merchandise,10.57,
2023-08-22,2023-08-23,5261,CATHOLIC CHARITIES OF LO,Other Services,113.00,
2023-08-22,2023-08-23,5261,PELOTON* MEMBERSHIP,Merchandise,12.99,
2023-08-22,2023-08-23,0013,INSOMNIA COOKIES - WEB,Dining,38.99,
2023-08-21,2023-08-23,0405,POST OFFICE,Other,13.20,
2023-08-22,2023-08-23,0405,TARGET        00014472,Merchandise,5.16,
2023-08-22,2023-08-22,5261,CAPITAL ONE MOBILE PYMT,Payment/Credit,,2000.00
2023-08-21,2023-08-22,0405,KROGER #465,Merchandise,46.31,
2023-08-20,2023-08-21,5261,LEE'S FAMOUS RECIPE BROW,Dining,7.41,
2023-08-20,2023-08-21,5261,Amazon.com*TQ01P8LV1,Merchandise,16.86,
2023-08-20,2023-08-21,5261,AMAZON.COM*TQ1VN4AO0 AMZN,Merchandise,44.64,
2023-08-20,2023-08-21,5261,AMAZON.COM*TQ4N30LL1 AMZN,Merchandise,8.90,
2023-08-21,2023-08-21,0405,AWAKENINGS COFFEE & WINE,Dining,10.64,
2023-08-20,2023-08-21,0405,TJMAXX #0606,Merchandise,13.99,
2023-08-20,2023-08-21,0405,PP*HAZELFIELD FARM,Merchandise,12.00,
2023-08-20,2023-08-21,5261,Prime Video *TQ5YT1F91,Entertainment,3.05,
2023-08-19,2023-08-21,5261,KROGER #224,Merchandise,12.52,
2023-08-19,2023-08-21,0405,KROGER #465,Merchandise,91.64,
2023-08-19,2023-08-21,0405,KROGER #418,Merchandise,6.25,
2023-08-18,2023-08-21,0405,KINGS ISLAND PANDA EXPRES,Dining,23.46,
2023-08-18,2023-08-19,5261,WALGREENS #19454,Health Care,35.32,
2023-08-17,2023-08-19,5261,PATRICK O'SHEAS,Dining,17.23,
2023-08-17,2023-08-19,5261,KROGER #5224,Merchandise,52.15,
2023-08-18,2023-08-19,5261,AMAZON.COM*TQ0O94OZ0 AMZN,Merchandise,44.82,
2023-08-18,2023-08-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,41.09
2023-08-18,2023-08-18,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,559.07
2023-08-17,2023-08-18,5261,WATERSIDE CAFE,Dining,2.43,
2023-08-17,2023-08-18,5261,KROGER #224,Merchandise,10.57,
2023-08-17,2023-08-18,5261,AMAZON.COM*TO3NS5RR0 AMZN,Merchandise,30.89,
2023-08-17,2023-08-18,0013,PANERA BREAD #606227 P,Dining,10.40,
2023-08-17,2023-08-18,0405,UNITED DAIRY FARMERS,Gas/Automotive,40.22,
2023-08-17,2023-08-18,0405,WHOLEFDS CIN 10287,Merchandise,5.95,
2023-08-17,2023-08-18,0405,WHOLEFDS CIN 10287,Merchandise,5.38,
2023-08-17,2023-08-18,0405,HOMEGOODS #0116,Merchandise,86.23,
2023-08-18,2023-08-18,0405,WWW.REDBUBBLE.COM,Merchandise,26.85,
2023-08-17,2023-08-18,0405,KROGER #418,Merchandise,31.28,
2023-08-17,2023-08-18,0405,DAVES AUTO CARE,Gas/Automotive,377.30,
2023-08-17,2023-08-18,0405,SQ *COFFEE EMPORIUM,Dining,4.00,
2023-08-17,2023-08-17,5261,CAPITAL ONE ONLINE PYMT,Payment/Credit,,1371.21
2023-08-16,2023-08-17,5261,WATERSIDE CAFE,Dining,4.75,
2023-08-15,2023-08-17,5261,BLUE DOG BAKERY & CAFE,Dining,43.18,
2023-08-16,2023-08-17,5261,Amazon.com*TO8EH0D30,Merchandise,15.89,
2023-08-16,2023-08-17,5261,AMAZON.COM*TO5SG3Y52 AMZN,Merchandise,21.40,
2023-08-16,2023-08-17,5261,AMAZON.COM*TO5QB25B1 AMZN,Merchandise,36.18,
2023-08-15,2023-08-17,0013,PARK AVENUE COFFEE 1922,Dining,3.91,
2023-08-15,2023-08-17,0013,QT 687,Gas/Automotive,41.09,
2023-08-16,2023-08-17,0405,TROPICAL SMOOTHIE CAFE OH,Dining,9.08,
2023-08-16,2023-08-17,0405,TARGET        00014472,Merchandise,89.69,

